PeakID (cmd=annotatePeaks.pl /sonas-hs/ware/hpc_norepl/data/foli/maizeCode/RA1_deduct_final.bed zm_v4 -ann /sonas-hs/ware/hpc/home/foli/software/homer/data/genomes/zm_v4/zm_v4.basic.annotation)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
6-121	6	41140062	41140259	+	27.0	NA	3' UTR (transcript:Zm00001d035689_T001, exon 2 of 2)	NA	1297	transcript:Zm00001d035689_T001								
7-110	7	113760617	113760814	+	27.0	NA	intron (transcript:Zm00001d020431_T002, intron 11 of 14)	NA	1573	transcript:Zm00001d020431_T003								
3-124	3	182414383	182414580	+	27.0	NA	NA	NA	27529	transcript:Zm00001d042864_T006								
8-76	8	12308703	12308902	+	26.7	NA	TTS (transcript:Zm00001d008540_T001)	NA	967	transcript:Zm00001d008540_T001								
8-77	8	61494460	61494659	+	26.7	NA	NA	NA	52780	transcript:Zm00001d008037_T001								
5-112	5	200375236	200375435	+	25.9	NA	NA	NA	-80221	transcript:Zm00001d017577_T002								
3-130	3	42649313	42649510	+	25.8	NA	exon (transcript:Zm00001d000515_T001, exon 1 of 1)	NA	392	transcript:Zm00001d000515_T001								
6-110	6	93456055	93456254	+	25.5	NA	NA	NA	-38257	transcript:Zm00001d036577_T001								
4-133	4	96458986	96459185	+	25.5	NA	NA	NA	-106764	transcript:Zm00001d050521_T001								
5-115	5	5644577	5644776	+	25.5	NA	NA	NA	-1353	transcript:Zm00001d013163_T001								
9-136	9	6532161	6532360	+	25.5	NA	TTS (transcript:Zm00001d044885_T001)	NA	550	transcript:Zm00001d044885_T001								
3-142	3	153415364	153415561	+	25.2	NA	NA	NA	-26807	transcript:Zm00001d042144_T001								
10-63	10	113990506	113990703	+	25.2	NA	NA	NA	14297	transcript:Zm00001d025312_T001								
3-134	3	220783076	220783273	+	25.2	NA	NA	NA	34982	transcript:Zm00001d044159_T006								
9-164	9	6531144	6531341	+	25.2	NA	NA	NA	1568	transcript:Zm00001d044885_T001								
1-196	1	2896385	2896582	+	25.2	NA	exon (transcript:Zm00001d027322_T001, exon 3 of 3)	NA	1708	transcript:Zm00001d027322_T001								
1-189-2	1	450650	450847	+	25.2	NA	NA	NA	23984	transcript:Zm00001d027254_T001								
8-101	8	103560708	103560905	+	25.2	NA	NA	NA	-41522	transcript:Zm00001d010197_T001								
1-197	1	13162201	13162398	+	25.2	NA	NA	NA	-4618	transcript:Zm00001d027768_T003								
6-108	6	174012471	174012670	+	24.7	NA	NA	NA	78400	transcript:Zm00001d039231_T005								
6-113	6	13502214	13502413	+	24.7	NA	NA	NA	58494	transcript:Zm00001d035222_T001								
8-106	8	110000164	110000361	+	24.6	NA	NA	NA	-43933	transcript:Zm00001d010331_T001								
5-154	5	65032731	65032928	+	24.6	NA	NA	NA	-9266	transcript:Zm00001d001567_T001								
1-208	1	60189590	60189787	+	24.6	NA	exon (transcript:Zm00001d029139_T001, exon 2 of 7)	NA	513	transcript:Zm00001d029139_T001								
8-109	8	61494472	61494669	+	24.6	NA	NA	NA	52769	transcript:Zm00001d008037_T001								
9-177	9	73909007	73909204	+	24.6	NA	NA	NA	72644	transcript:Zm00001d027118_T001								
1-162	1	274819654	274819853	+	24.2	NA	TTS (transcript:Zm00001d033823_T001)	NA	935	transcript:Zm00001d033823_T001								
10-65-2	10	18981969	18982166	+	24.0	NA	intron (transcript:Zm00001d023756_T004, intron 1 of 6)	NA	650	transcript:Zm00001d023756_T005								
9-170	9	57436679	57436876	+	24.0	NA	NA	NA	-35895	transcript:Zm00001d046035_T001								
9-187	9	110058834	110059031	+	24.0	NA	promoter-TSS (transcript:Zm00001d046909_T002)	NA	-146	transcript:Zm00001d046909_T001								
5-177	5	200548823	200549020	+	24.0	NA	NA	NA	48816	transcript:Zm00001d017579_T001								
2-219	2	454601	454798	+	24.0	NA	NA	NA	-17622	transcript:Zm00001d001770_T002								
5-172	5	56526179	56526376	+	24.0	NA	NA	NA	-11327	transcript:Zm00001d001559_T001								
6-118	6	41140076	41140275	+	23.8	NA	3' UTR (transcript:Zm00001d035689_T001, exon 2 of 2)	NA	1282	transcript:Zm00001d035689_T001								
10-51	10	113990485	113990684	+	23.8	NA	NA	NA	14277	transcript:Zm00001d025312_T001								
6-168	6	79808676	79808873	+	23.4	NA	NA	NA	12291	transcript:Zm00001d036247_T003								
2-234	2	148618775	148618972	+	23.4	NA	NA	NA	-28947	transcript:Zm00001d004918_T001								
2-237	2	198810273	198810470	+	23.4	NA	intron (transcript:Zm00001d006113_T003, intron 13 of 19)	NA	3202	transcript:Zm00001d006113_T011								
6-170	6	100931836	100932033	+	23.4	NA	promoter-TSS (transcript:Zm00001d036789_T005)	NA	8	transcript:Zm00001d036789_T005								
4-184	4	125143014	125143211	+	23.4	NA	TTS (transcript:Zm00001d050830_T001)	NA	830	transcript:Zm00001d050830_T001								
1-218	1	133043610	133043807	+	23.4	NA	promoter-TSS (transcript:Zm00001d022806_T001)	NA	-523	transcript:Zm00001d022806_T001								
5-195	5	220304066	220304263	+	23.4	NA	promoter-TSS (transcript:Zm00001d018416_T004)	NA	-305	transcript:Zm00001d018416_T001								
5-176	5	188174642	188174839	+	23.4	NA	NA	NA	13395	transcript:Zm00001d017181_T001								
3-158	3	138432255	138432452	+	23.4	NA	NA	NA	19770	transcript:Zm00001d041794_T001								
5-119	5	145473798	145473997	+	23.0	NA	NA	NA	46062	transcript:Zm00001d001658_T001								
5-196	5	223656502	223656699	+	22.9	NA	exon (transcript:Zm00001d018580_T001, exon 1 of 1)	NA	534	transcript:Zm00001d018580_T001								
4-189	4	236052237	236052434	+	22.9	NA	NA	NA	57491	transcript:Zm00001d053603_T011								
4-193	4	27564026	27564223	+	22.9	NA	intron (transcript:Zm00001d049349_T001, intron 3 of 4)	NA	3521	transcript:Zm00001d049349_T001								
7-153	7	7660959	7661156	+	22.9	NA	NA	NA	6191	transcript:Zm00001d018862_T001								
4-199	4	104059793	104059990	+	22.9	NA	NA	NA	-45704	transcript:Zm00001d050610_T002								
4-135	4	56235765	56235964	+	22.6	NA	NA	NA	-38836	transcript:Zm00001d049966_T001								
1-170	1	450632	450831	+	22.6	NA	NA	NA	23967	transcript:Zm00001d027254_T001								
6-189	6	77824895	77825092	+	22.3	NA	NA	NA	20626	transcript:Zm00001d036223_T001								
2-242	2	11830173	11830370	+	22.3	NA	NA	NA	1497	transcript:Zm00001d002393_T001								
4-223	4	228713911	228714108	+	22.3	NA	NA	NA	90948	transcript:Zm00001d053384_T001								
1-275	1	46961240	46961437	+	22.3	NA	NA	NA	4559	transcript:Zm00001d028807_T001								
2-278	2	62538360	62538557	+	22.3	NA	NA	NA	-30753	transcript:Zm00001d003851_T002								
9-208-2	9	6532153	6532350	+	22.3	NA	TTS (transcript:Zm00001d044885_T001)	NA	559	transcript:Zm00001d044885_T001								
8-139	8	149501581	149501778	+	22.3	NA	promoter-TSS (transcript:Zm00001d011398_T001)	NA	-324	transcript:Zm00001d011398_T001								
7-148	7	112332237	112332434	+	22.3	NA	exon (transcript:Zm00001d020414_T004, exon 7 of 9)	NA	3167	transcript:Zm00001d020414_T004								
1-173	1	89256716	89256915	+	22.1	NA	NA	NA	-3282	transcript:Zm00001d029832_T001								
7-104	7	1553667	1553866	+	22.1	NA	NA	NA	8926	transcript:Zm00001d018645_T001								
1-281	1	175176609	175176806	+	21.7	NA	promoter-TSS (transcript:Zm00001d031061_T006)	NA	-641	transcript:Zm00001d031061_T008								
1-264-2	1	218753390	218753587	+	21.7	NA	NA	NA	42406	transcript:Zm00001d032249_T002								
9-233	9	150514192	150514389	+	21.7	NA	intron (transcript:Zm00001d048127_T001, intron 4 of 10)	NA	602	transcript:Zm00001d048127_T002								
5-125	5	58226109	58226308	+	21.7	NA	exon (transcript:Zm00001d014669_T006, exon 8 of 8)	NA	2980	transcript:Zm00001d014669_T009								
9-196	9	115196158	115196355	+	21.7	NA	NA	NA	48473	transcript:Zm00001d047013_T001								
8-148	8	71613423	71613620	+	21.7	NA	intron (transcript:Zm00001d009579_T001, intron 3 of 3)	NA	1386	transcript:Zm00001d009579_T001								
5-211	5	13752323	13752520	+	21.7	NA	intron (transcript:Zm00001d013532_T003, intron 1 of 2)	NA	837	transcript:Zm00001d013532_T001								
6-206	6	157596963	157597160	+	21.7	NA	NA	NA	-51920	transcript:Zm00001d038456_T001								
1-319	1	266465666	266465863	+	21.7	NA	3' UTR (transcript:Zm00001d033541_T001, exon 4 of 4)	NA	7239	transcript:Zm00001d033541_T002								
5-123	5	200548570	200548769	+	21.3	NA	NA	NA	49068	transcript:Zm00001d017579_T001								
1-190	1	164112461	164112660	+	21.3	NA	NA	NA	-3865	transcript:Zm00001d030866_T001								
8-166	8	99291847	99292044	+	21.1	NA	intron (transcript:Zm00001d010107_T001, intron 1 of 1)	NA	3046	transcript:Zm00001d010107_T001								
4-260	4	138146324	138146521	+	21.1	NA	5' UTR (transcript:Zm00001d051039_T003, exon 1 of 8)	NA	131	transcript:Zm00001d051039_T010								
4-251	4	238896330	238896527	+	21.1	NA	NA	NA	-2072	transcript:Zm00001d053678_T001								
3-220	3	52941380	52941577	+	21.1	NA	NA	NA	-79257	transcript:Zm00001d040605_T001								
2-300	2	210205495	210205692	+	21.1	NA	exon (transcript:Zm00001d006511_T001, exon 4 of 5)	NA	1335	transcript:Zm00001d006511_T005								
3-232	3	131872535	131872732	+	21.1	NA	NA	NA	3877	transcript:Zm00001d041653_T001								
1-306	1	105048409	105048606	+	21.1	NA	NA	NA	-7270	transcript:Zm00001d030091_T001								
10-143	10	98096100	98096297	+	21.1	NA	NA	NA	17623	transcript:Zm00001d024990_T001								
1-360	1	295634358	295634555	+	21.1	NA	intron (transcript:Zm00001d034525_T001, intron 1 of 3)	NA	1213	transcript:Zm00001d034525_T003								
6-210	6	174012514	174012711	+	21.1	NA	NA	NA	78442	transcript:Zm00001d039231_T005								
3-218	3	40205474	40205671	+	21.1	NA	intron (transcript:Zm00001d040366_T001, intron 7 of 8)	NA	-15026	transcript:Zm00001d040365_T001								
1-189	1	303576501	303576700	+	20.9	NA	promoter-TSS (transcript:Zm00001d034839_T005)	NA	-238	transcript:Zm00001d034839_T002								
7-112	7	181972265	181972464	+	20.9	NA	NA	NA	-1291	transcript:Zm00001d022636_T001								
2-181	2	454601	454800	+	20.9	NA	NA	NA	-17623	transcript:Zm00001d001770_T002								
4-147	4	107751324	107751523	+	20.9	NA	NA	NA	44570	transcript:Zm00001d026869_T001								
5-260	5	58226094	58226291	+	20.5	NA	exon (transcript:Zm00001d014669_T006, exon 8 of 8)	NA	2996	transcript:Zm00001d014669_T009								
6-233	6	150456275	150456472	+	20.5	NA	promoter-TSS (transcript:Zm00001d038171_T001)	NA	-161	transcript:Zm00001d038171_T001								
3-300	3	234428808	234429005	+	20.5	NA	promoter-TSS (transcript:Zm00001d044667_T009)	NA	-82	transcript:Zm00001d044667_T009								
1-349	1	226952098	226952295	+	20.5	NA	NA	NA	-10918	transcript:Zm00001d032452_T001								
9-194	9	99598470	99598667	+	20.5	NA	promoter-TSS (transcript:Zm00001d046626_T001)	NA	12	transcript:Zm00001d046626_T001								
3-273	3	48161060	48161257	+	20.5	NA	NA	NA	-29744	transcript:Zm00001d040526_T001								
1-305	1	77250904	77251101	+	20.5	NA	NA	NA	82161	transcript:Zm00001d029576_T002								
3-245	3	7364021	7364218	+	20.5	NA	NA	NA	-13521	transcript:Zm00001d039530_T001								
5-239	5	67326045	67326242	+	20.5	NA	intron (transcript:Zm00001d001572_T001, intron 2 of 3)	NA	646	transcript:Zm00001d001572_T001								
5-258-2	5	43492347	43492544	+	20.5	NA	NA	NA	-20415	transcript:Zm00001d014373_T001								
7-190	7	1553665	1553862	+	20.5	NA	NA	NA	8923	transcript:Zm00001d018645_T001								
9-276	9	143966039	143966236	+	20.5	NA	promoter-TSS (transcript:Zm00001d047873_T001)	NA	-1	transcript:Zm00001d047873_T002								
3-283	3	120558297	120558494	+	20.5	NA	intron (transcript:Zm00001d041450_T002, intron 6 of 9)	NA	2020	transcript:Zm00001d041450_T003								
7-212	7	112193333	112193530	+	20.5	NA	TTS (transcript:Zm00001d020411_T001)	NA	7216	transcript:Zm00001d020411_T002								
7-222	7	21893829	21894026	+	20.5	NA	NA	NA	6083	transcript:Zm00001d019206_T002								
6-256	6	169777980	169778177	+	20.5	NA	TTS (transcript:Zm00001d039088_T001)	NA	1209	transcript:Zm00001d039087_T001								
7-232	7	152445718	152445915	+	20.5	NA	intron (transcript:Zm00001d021450_T002, intron 3 of 3)	NA	1576	transcript:Zm00001d021450_T001								
5-245	5	145467985	145468182	+	20.5	NA	NA	NA	40248	transcript:Zm00001d001658_T001								
3-253	3	93385482	93385679	+	20.5	NA	NA	NA	15224	transcript:Zm00001d041054_T001								
6-254	6	166895321	166895518	+	20.5	NA	intron (transcript:Zm00001d038916_T002, intron 13 of 13)	NA	-1269	transcript:Zm00001d038917_T001								
6-222	6	91321817	91322014	+	20.5	NA	NA	NA	-2167	transcript:Zm00001d036533_T001								
5-277	5	1224687	1224884	+	20.5	NA	exon (transcript:Zm00001d012860_T001, exon 1 of 1)	NA	717	transcript:Zm00001d012860_T001								
5-132	5	8355	8554	+	20.1	NA	NA	NA	26207	transcript:Zm00001d012794_T010								
2-186	2	11830131	11830330	+	20.1	NA	NA	NA	1456	transcript:Zm00001d002393_T001								
3-318	3	158272808	158273005	+	19.9	NA	promoter-TSS (transcript:Zm00001d042268_T001)	NA	-234	transcript:Zm00001d042268_T001								
6-252	6	159894307	159894504	+	19.9	NA	exon (transcript:Zm00001d038562_T001, exon 1 of 1)	NA	318	transcript:Zm00001d038562_T001								
7-256-2	7	166045072	166045269	+	19.9	NA	exon (transcript:Zm00001d021930_T005, exon 4 of 5)	NA	1858	transcript:Zm00001d021930_T002								
5-321	5	60860486	60860683	+	19.9	NA	exon (transcript:Zm00001d014729_T001, exon 1 of 3)	NA	443	transcript:Zm00001d014729_T001								
8-244-2	8	180258455	180258652	+	19.9	NA	promoter-TSS (transcript:Zm00001d012763_T002)	NA	-256	transcript:Zm00001d012763_T002								
5-262	5	66935468	66935665	+	19.9	NA	TTS (transcript:Zm00001d014882_T002)	NA	4414	transcript:Zm00001d014882_T001								
4-315	4	56235780	56235977	+	19.9	NA	NA	NA	-38850	transcript:Zm00001d049966_T001								
3-323	3	191717134	191717331	+	19.9	NA	intron (transcript:Zm00001d043206_T002, intron 6 of 8)	NA	17091	transcript:Zm00001d043206_T002								
7-257	7	170166799	170166996	+	19.9	NA	promoter-TSS (transcript:Zm00001d022094_T001)	NA	28	transcript:Zm00001d022094_T001								
3-303	3	24644925	24645122	+	19.9	NA	intron (transcript:Zm00001d040046_T002, intron 1 of 1)	NA	-486	transcript:Zm00001d040046_T001								
1-392	1	246071969	246072166	+	19.9	NA	promoter-TSS (transcript:Zm00001d032992_T001)	NA	48	transcript:Zm00001d032992_T001								
1-425	1	174345020	174345217	+	19.9	NA	NA	NA	-10845	transcript:Zm00001d031033_T001								
9-285	9	22704139	22704336	+	19.9	NA	NA	NA	-10784	transcript:Zm00001d027068_T001								
9-241	9	71001489	71001686	+	19.9	NA	NA	NA	30595	transcript:Zm00001d046190_T002								
6-225	6	102266895	102267092	+	19.9	NA	NA	NA	7314	transcript:Zm00001d036823_T001								
7-250	7	129007512	129007709	+	19.3	NA	NA	NA	-18190	transcript:Zm00001d020697_T001								
1-475	1	189774577	189774774	+	19.3	NA	NA	NA	6738	transcript:Zm00001d031427_T001								
9-324	9	92833500	92833697	+	19.3	NA	NA	NA	19899	transcript:Zm00001d046501_T001								
4-259-2	4	130122687	130122884	+	19.3	NA	NA	NA	-102725	transcript:Zm00001d050910_T001								
1-329-2	1	28108093	28108290	+	19.3	NA	TTS (transcript:Zm00001d028258_T001)	NA	1585	transcript:Zm00001d028258_T001								
7-236	7	181972248	181972445	+	19.3	NA	NA	NA	-1309	transcript:Zm00001d022636_T001								
4-365	4	124408298	124408495	+	19.3	NA	NA	NA	-11223	transcript:Zm00001d050816_T001								
2-423	2	117173956	117174153	+	19.3	NA	NA	NA	-47367	transcript:Zm00001d004543_T001								
10-211	10	148133905	148134102	+	19.3	NA	TTS (transcript:Zm00001d026560_T001)	NA	-3110	transcript:Zm00001d026561_T001								
2-305	2	3820253	3820450	+	19.3	NA	intron (transcript:Zm00001d001978_T079, intron 17 of 21)	NA	1260	transcript:Zm00001d001978_T137								
6-289	6	173593518	173593715	+	19.3	NA	NA	NA	242194	transcript:Zm00001d001491_T001								
4-239-2	4	96459027	96459224	+	19.3	NA	NA	NA	-106804	transcript:Zm00001d050521_T001								
1-364	1	30035098	30035295	+	19.3	NA	NA	NA	18166	transcript:Zm00001d028309_T001								
4-362	4	81569244	81569441	+	19.3	NA	NA	NA	-42783	transcript:Zm00001d050328_T002								
6-283	6	163421388	163421585	+	19.3	NA	TTS (transcript:Zm00001d038728_T024)	NA	-126	transcript:Zm00001d038729_T001								
6-219	6	59135350	59135547	+	19.3	NA	NA	NA	-53289	transcript:Zm00001d035903_T001								
1-454	1	19315028	19315225	+	19.3	NA	5' UTR (transcript:Zm00001d027982_T006, exon 1 of 7)	NA	2158	transcript:Zm00001d027982_T006								
6-310	6	110983666	110983863	+	19.3	NA	TTS (transcript:Zm00001d037059_T010)	NA	662	transcript:Zm00001d037060_T002								
1-418	1	125298765	125298962	+	19.3	NA	NA	NA	-145626	transcript:Zm00001d030353_T001								
2-311	2	117337491	117337688	+	19.3	NA	promoter-TSS (transcript:Zm00001d004547_T007)	NA	119	transcript:Zm00001d004547_T006								
1-399	1	303576504	303576701	+	19.3	NA	promoter-TSS (transcript:Zm00001d034839_T005)	NA	-240	transcript:Zm00001d034839_T002								
1-476	1	192251061	192251258	+	19.3	NA	NA	NA	3913	transcript:Zm00001d031505_T002								
4-277	4	2817445	2817642	+	19.3	NA	NA	NA	8071	transcript:Zm00001d048658_T003								
2-383	2	136805196	136805393	+	19.3	NA	NA	NA	53777	transcript:Zm00001d004758_T001								
3-270	3	9577723	9577920	+	19.3	NA	TTS (transcript:Zm00001d039631_T001)	NA	5121	transcript:Zm00001d039631_T020								
3-111	3	4154510	4154709	+	19.2	NA	NA	NA	-4509	transcript:Zm00001d039434_T001								
4-167	4	180089156	180089355	+	19.2	NA	NA	NA	8162	transcript:Zm00001d052111_T034								
6-134	6	79808671	79808870	+	19.2	NA	NA	NA	12287	transcript:Zm00001d036247_T003								
1-203	1	288026706	288026905	+	18.8	NA	intron (transcript:Zm00001d034254_T001, intron 4 of 4)	NA	-1888	transcript:Zm00001d034253_T001								
3-112	3	52941397	52941596	+	18.8	NA	NA	NA	-79239	transcript:Zm00001d040605_T001								
10-65	10	103725117	103725316	+	18.8	NA	NA	NA	-18766	transcript:Zm00001d025095_T001								
2-361	2	17916911	17917108	+	18.7	NA	NA	NA	18153	transcript:Zm00001d002642_T002								
4-329	4	188398161	188398358	+	18.7	NA	promoter-TSS (transcript:Zm00001d052372_T002)	NA	44	transcript:Zm00001d052372_T002								
5-395	5	44431989	44432186	+	18.7	NA	TTS (transcript:Zm00001d014391_T007)	NA	1759	transcript:Zm00001d014392_T001								
5-385	5	10178039	10178236	+	18.7	NA	NA	NA	5078	transcript:Zm00001d001505_T001								
2-455-2	2	243394557	243394754	+	18.7	NA	TTS (transcript:Zm00001d007935_T001)	NA	1132	transcript:Zm00001d007935_T001								
3-324	3	202095153	202095350	+	18.7	NA	intron (transcript:Zm00001d043502_T005, intron 8 of 15)	NA	-3402	transcript:Zm00001d043502_T006								
8-275	8	162564231	162564428	+	18.7	NA	promoter-TSS (transcript:Zm00001d011843_T001)	NA	-400	transcript:Zm00001d011843_T001								
4-410	4	153363370	153363567	+	18.7	NA	3' UTR (transcript:Zm00001d051316_T003, exon 4 of 4)	NA	1608	transcript:Zm00001d051316_T005								
4-404	4	117694754	117694951	+	18.7	NA	NA	NA	-96901	transcript:Zm00001d050712_T001								
5-373	5	200375216	200375413	+	18.7	NA	NA	NA	-80200	transcript:Zm00001d017577_T002								
6-307-2	6	102283854	102284051	+	18.7	NA	NA	NA	-9645	transcript:Zm00001d036823_T001								
8-318	8	177159854	177160051	+	18.7	NA	exon (transcript:Zm00001d012609_T004, exon 1 of 6)	NA	-761	transcript:Zm00001d012609_T007								
6-342	6	76643734	76643931	+	18.7	NA	NA	NA	-16567	transcript:Zm00001d036192_T001								
1-477	1	206804810	206805007	+	18.7	NA	NA	NA	45899	transcript:Zm00001d031921_T001								
2-449	2	226995904	226996101	+	18.7	NA	5' UTR (transcript:Zm00001d007295_T008, exon 9 of 11)	NA	3853	transcript:Zm00001d007295_T004								
9-310	9	5891764	5891961	+	18.7	NA	NA	NA	-12193	transcript:Zm00001d044867_T001								
2-363	2	21958419	21958616	+	18.7	NA	NA	NA	3782	transcript:Zm00001d000782_T001								
6-284	6	163834114	163834311	+	18.7	NA	NA	NA	-18284	transcript:Zm00001d038750_T001								
1-508	1	13581851	13582048	+	18.7	NA	NA	NA	5561	transcript:Zm00001d027790_T001								
10-230	10	101740049	101740246	+	18.7	NA	promoter-TSS (transcript:Zm00001d025051_T001)	NA	-40	transcript:Zm00001d025051_T001								
7-258	7	171257662	171257859	+	18.7	NA	3' UTR (transcript:Zm00001d022148_T001, exon 5 of 5)	NA	3864	transcript:Zm00001d022148_T001								
8-206	8	118563516	118563713	+	18.7	NA	NA	NA	-8937	transcript:Zm00001d010509_T001								
9-323	9	87383798	87383995	+	18.7	NA	NA	NA	-7196	transcript:Zm00001d046400_T001								
9-355	9	107107696	107107893	+	18.7	NA	NA	NA	4406	transcript:Zm00001d046819_T001								
6-297	6	36126887	36127084	+	18.7	NA	NA	NA	-1214	transcript:Zm00001d035603_T001								
10-205	10	134321993	134322190	+	18.7	NA	NA	NA	31278	transcript:Zm00001d025943_T001								
4-426	4	210666385	210666582	+	18.7	NA	NA	NA	-39605	transcript:Zm00001d053049_T001								
5-354	5	56552468	56552665	+	18.7	NA	exon (transcript:Zm00001d014628_T001, exon 1 of 3)	NA	473	transcript:Zm00001d014628_T001								
6-147	6	159894280	159894479	+	18.4	NA	exon (transcript:Zm00001d038562_T001, exon 1 of 1)	NA	292	transcript:Zm00001d038562_T001								
7-345	7	128803687	128803884	+	18.2	NA	intron (transcript:Zm00001d020695_T002, intron 3 of 4)	NA	-274	transcript:Zm00001d001219_T001								
4-330	4	189731383	189731580	+	18.2	NA	NA	NA	-2012	transcript:Zm00001d052424_T001								
7-227	7	108319406	108319603	+	18.2	NA	NA	NA	-3001	transcript:Zm00001d020348_T001								
9-388	9	61588197	61588394	+	18.2	NA	NA	NA	-8866	transcript:Zm00001d046073_T002								
2-546	2	181718817	181719014	+	18.2	NA	NA	NA	3737	transcript:Zm00001d005641_T003								
4-437	4	17200277	17200474	+	18.2	NA	NA	NA	35518	transcript:Zm00001d049134_T002								
7-357-2	7	172372424	172372621	+	18.2	NA	NA	NA	2060	transcript:Zm00001d022191_T001								
5-454-2	5	71083218	71083415	+	18.2	NA	promoter-TSS (transcript:Zm00001d014984_T001)	NA	-264	transcript:Zm00001d014984_T001								
